name,phone,cpf,email,tags
Gabriel Santos,+5511959350830,,lead2405@example.com,vip
Olivia Souza,+5542926003136,90627613560,lead2406@example.com,"ortho, checkup, returning"
Yasmin Nascimento,+5582998940253,07940332961,lead2407@example.com,"whitening, vip"
Maria Martins,+5592955673143,53767254050,lead2408@example.com,"vip, urgent"
Yasmin Araújo,+5571994007941,30721065252,lead2409@example.com,
Tatiana Carvalho,+5584996229615,,,
Fernanda Carvalho,+5581920860006,00144727080,lead2411@example.com,"braces, new-patient"
Fernanda Araújo,+5511964500844,55430563463,lead2412@example.com,"braces, new-patient, checkup"
Yasmin Souza,+5514992750084,19111462469,,vip
Igor Gomes,+5551959638887,47063165100,,vip
Nicolas Lopes,+5583979963864,,lead2415@example.com,urgent
Rafaela Ferreira,+5599948511016,22126835456,lead2416@example.com,"returning, checkup"
Julia Pereira,+5575920198897,,lead2417@example.com,
Igor Ferreira,+5555914723936,12414520329,lead2418@example.com,"implant, urgent"
Yasmin Nascimento,+5512985835618,10492928711,,returning
Ana Martins,+5569936119453,,lead2420@example.com,"braces, cleaning, new-patient"
Olivia Martins,+5599965920857,,,
Samuel Gomes,+5584930489383,06641349470,lead2422@example.com,returning
Vitor Lima,+5577986867337,03874345262,lead2423@example.com,
Ana Moreira,+5584933852513,79052647771,,"vip, whitening"
Fernanda Moreira,+5518965708796,62703873964,lead2425@example.com,
Eduardo Souza,+5546920473258,,,
Ana Almeida,+5561998648319,29108178496,lead2427@example.com,ortho
Ana Rodrigues,+5542925655314,,,"urgent, checkup, braces"
Vitor Nascimento,+5554943957280,77224909300,lead2429@example.com,"implant, urgent, cleaning"
Helena Nascimento,+5564989059621,43203044030,,"braces, vip, ortho"
Helena Lima,+5596937234846,,lead2431@example.com,
Julia Lima,+5551997084804,10918954495,,"urgent, ortho, cleaning"
Carlos Rocha,+5586979960488,76194819669,lead2433@example.com,"implant, urgent, whitening"
Nicolas Martins,+5588997401113,34176101091,lead2434@example.com,new-patient
Helena Costa,+5586921073342,,lead2435@example.com,
Vitor Carvalho,+5596914385869,17295767452,lead2436@example.com,"implant, braces, urgent"
Julia Santos,+5569922459916,,lead2437@example.com,urgent
Helena Rocha,+5571928630377,60808361813,lead2438@example.com,
Carlos Carvalho,+5518930179473,,lead2439@example.com,
Vitor Moreira,+5585943295159,24542864596,lead2440@example.com,"whitening, checkup, returning"
Diana Rodrigues,+5585925746580,46545890581,,"new-patient, whitening, braces"
Bruno Silva,+5566925787749,,lead2442@example.com,"new-patient, returning, vip"
Maria Carvalho,+5595946701682,33216551369,lead2443@example.com,
Yasmin Pereira,+5534910510660,89919539996,lead2444@example.com,new-patient
Lucas Lopes,+5555926439386,,lead2445@example.com,
Pedro Araújo,+5591968271170,14418954341,,"whitening, returning"
Fernanda Nascimento,+5549923794112,53924514542,lead2447@example.com,
Diana Oliveira,+5585913721449,,lead2448@example.com,
Helena Gomes,+5535923438090,,lead2449@example.com,
Tatiana Lima,+5566933703296,,lead2450@example.com,whitening
Rafaela Almeida,+5564983704046,,lead2451@example.com,"vip, urgent, braces"
Carlos Rodrigues,+5534971113165,76562850240,lead2452@example.com,braces
Pedro Carvalho,+5511952800448,,lead2453@example.com,"ortho, urgent, cleaning"
Rafaela Araújo,+5515946683402,19931855932,lead2454@example.com,
Rafaela Martins,+5537938584643,72362140784,lead2455@example.com,vip
Gabriel Carvalho,+5537931614706,,lead2456@example.com,
Lucas Oliveira,+5566926568273,61039699138,,checkup
Helena Almeida,+5522992542000,21256082600,lead2458@example.com,"returning, whitening"
Pedro Lima,+5567942287895,,lead2459@example.com,"returning, urgent"
Yasmin Araújo,+5519943370162,39238860475,lead2460@example.com,braces
Samuel Martins,+5519937033335,,,"returning, checkup"
Yasmin Lopes,+5582914037157,78273598098,lead2462@example.com,cleaning
Pedro Santos,+5566983632719,48550430447,lead2463@example.com,"checkup, whitening"
Nicolas Souza,+5596933623960,,lead2464@example.com,"cleaning, vip, new-patient"
Samuel Moreira,+5527933095667,61555168396,lead2465@example.com,"checkup, vip, new-patient"
Diana Ribeiro,+5514918319256,59696769423,,
Rafaela Ribeiro,+5549968938745,56760214463,lead2467@example.com,"cleaning, implant"
Igor Martins,+5591947408248,50971138613,lead2468@example.com,
Olivia Costa,+5531919659721,65069814664,lead2469@example.com,
Bruno Lima,+5597950547007,75484950481,lead2470@example.com,vip
Igor Araújo,+5593927852061,21749840081,lead2471@example.com,
Vitor Almeida,+5543984104538,17362307608,lead2472@example.com,"new-patient, cleaning"
Pedro Santos,+5531951204647,27296647930,lead2473@example.com,"implant, cleaning"
Gabriel Martins,+5599919679035,49319176400,lead2474@example.com,
Lucas Ribeiro,+5533940592079,42545399400,lead2475@example.com,
Rafaela Martins,+5545979565944,90477477399,,"checkup, urgent, new-patient"
Bruno Santos,+5566941931329,08361130985,lead2477@example.com,"whitening, vip"
Pedro Souza,+5587961932344,85472070236,lead2478@example.com,"ortho, new-patient, cleaning"
Olivia Barbosa,+5553991429766,,lead2479@example.com,"urgent, new-patient, implant"
Nicolas Almeida,+5587979726933,25255541249,lead2480@example.com,vip
Pedro Barbosa,+5573985899685,58415483520,lead2481@example.com,"urgent, returning"
Pedro Araújo,+5537940852513,,,"implant, vip, urgent"
Julia Souza,+5594990056190,,lead2483@example.com,"urgent, checkup"
Carlos Rodrigues,+5575960818835,49697584095,,
Diana Ribeiro,+5596994544574,93903832774,,whitening
Bruno Lima,+5553983124139,,,
Diana Oliveira,+5582952371826,,lead2487@example.com,new-patient
Bruno Gomes,+5568924071513,98695555860,,"returning, whitening, checkup"
Pedro Almeida,+5579957625341,21350412708,lead2489@example.com,"ortho, urgent, implant"
Bruno Almeida,+5566942931844,56491702669,lead2490@example.com,"new-patient, whitening"
Rafaela Moreira,+5517937194387,62997519918,lead2491@example.com,
Carlos Araújo,+5591942994690,12752574452,lead2492@example.com,ortho
Fernanda Costa,+5516937140677,57631771936,,
Helena Barbosa,+5553945612921,68470323164,lead2494@example.com,
Julia Araújo,+5544929124646,74788944960,lead2495@example.com,"braces, returning, new-patient"
Rafaela Rocha,+5598941141774,,,"returning, cleaning"
Vitor Almeida,+5555963480292,73349163106,lead2497@example.com,"returning, whitening"
Olivia Nascimento,+5554987364393,66900641903,lead2498@example.com,"returning, checkup"
Eduardo Ribeiro,+5515938378647,66872599898,lead2499@example.com,
Bruno Santos,+5599980756004,69620132211,,checkup
Samuel Nascimento,+5515986863741,38299004063,lead2501@example.com,
Ana Oliveira,+5595970557209,,lead2502@example.com,returning
Gabriel Ferreira,+5522962260744,89551612396,lead2503@example.com,"returning, ortho, vip"
Maria Carvalho,+5563916945601,67109541452,lead2504@example.com,"returning, braces, implant"
Igor Pereira,+5566930094624,36980313452,lead2505@example.com,implant
Samuel Souza,+5569919093008,65203029105,lead2506@example.com,
Samuel Carvalho,+5567982155126,00595211470,lead2507@example.com,whitening
Nicolas Pereira,+5594979199721,62918199613,lead2508@example.com,"urgent, implant"
Yasmin Carvalho,+5511930891139,05773573873,lead2509@example.com,
Diana Rodrigues,+5595910335162,,lead2510@example.com,"braces, cleaning"
Helena Almeida,+5548930857350,96636670525,lead2511@example.com,"new-patient, braces"
Rafaela Santos,+5527959929515,87955735188,lead2512@example.com,vip
Tatiana Moreira,+5561936951551,85855787265,lead2513@example.com,"returning, vip"
Nicolas Barbosa,+5544985860162,93260434879,lead2514@example.com,
Pedro Moreira,+5521917181117,03953542265,,"cleaning, ortho"
Helena Moreira,+5545981947462,20979022193,,ortho
Samuel Costa,+5553933191563,12500183319,lead2517@example.com,
Carlos Costa,+5534935890866,67146398307,lead2518@example.com,"implant, returning, vip"
Rafaela Lima,+5562933911871,,lead2519@example.com,checkup
Lucas Rodrigues,+5531913164045,25648367040,,checkup
Julia Barbosa,+5512970424446,07816320566,,"urgent, vip, returning"
Julia Souza,+5547969558352,89310167270,lead2522@example.com,
Yasmin Ferreira,+5571976095606,91583434666,,whitening
Yasmin Lopes,+5585946451954,,lead2524@example.com,
Yasmin Santos,+5583976975832,,lead2525@example.com,ortho
Samuel Souza,+5538918870297,,lead2526@example.com,"vip, urgent, whitening"
Igor Souza,+5514990258583,46024574525,lead2527@example.com,"vip, checkup"
Vitor Almeida,+5524950950254,02497965030,,"braces, cleaning"
Nicolas Ferreira,+5548996002108,,,"urgent, checkup"
Helena Silva,+5573983114820,,lead2530@example.com,
Nicolas Barbosa,+5549986018955,55471887948,lead2531@example.com,"urgent, checkup, ortho"
Yasmin Araújo,+5597982765494,47153424644,,"vip, urgent"
Maria Souza,+5528977825700,,,
Igor Costa,+5524980455559,73316034854,lead2534@example.com,"vip, urgent"
Gabriel Santos,+5593980074244,23653325951,lead2535@example.com,"implant, ortho"
Rafaela Pereira,+5569933556502,93564772308,lead2536@example.com,"braces, new-patient, ortho"
Tatiana Ribeiro,+5513923176202,20711770379,lead2537@example.com,"new-patient, ortho, whitening"
Pedro Souza,+5511964919946,22914767340,lead2538@example.com,"returning, whitening"
Igor Rocha,+5591922608504,57789305697,lead2539@example.com,returning
Fernanda Souza,+5564953795022,62759904814,lead2540@example.com,whitening
Maria Silva,+5528917176305,,lead2541@example.com,
Tatiana Ribeiro,+5544922910677,90674975502,lead2542@example.com,"returning, implant"
Igor Almeida,+5516935327711,41628855401,lead2543@example.com,"returning, new-patient, implant"
Helena Gomes,+5521993416836,45773298325,lead2544@example.com,cleaning
Eduardo Oliveira,+5541958229954,,lead2545@example.com,"ortho, new-patient"
Olivia Costa,+5579939848337,08221240338,,new-patient
Fernanda Martins,+5527933788020,02955024104,lead2547@example.com,"implant, ortho, cleaning"
Gabriel Almeida,+5537953711612,,lead2548@example.com,
Nicolas Rodrigues,+5561931655531,75924342964,,
Olivia Oliveira,+5585976926151,,,braces
Rafaela Martins,+5581988066818,,lead2551@example.com,
Diana Rocha,+5568951425929,21157913040,lead2552@example.com,cleaning
Julia Rocha,+5591985096134,01479754412,,"ortho, braces, vip"
Vitor Silva,+5591926152697,15139953161,lead2554@example.com,
Bruno Santos,+5581959559825,20468288368,lead2555@example.com,ortho
Tatiana Ribeiro,+5584959400895,,lead2556@example.com,"cleaning, vip"
Vitor Ribeiro,+5548955392278,48835971055,lead2557@example.com,"new-patient, vip, checkup"
Ana Costa,+5551943318189,14184947808,,cleaning
Vitor Ribeiro,+5564942017173,32311745972,lead2559@example.com,implant
Lucas Carvalho,+5562959051943,94253168485,lead2560@example.com,vip
Rafaela Rodrigues,+5511990716139,,lead2561@example.com,braces
Igor Nascimento,+5547916678679,56799233272,lead2562@example.com,"cleaning, returning, urgent"
Samuel Santos,+5582999666892,88215291007,lead2563@example.com,checkup
Helena Oliveira,+5592923246625,95568935475,lead2564@example.com,urgent
Fernanda Lima,+5588923129834,67382441504,,"checkup, ortho"
Bruno Lopes,+5563923988658,20485578484,lead2566@example.com,checkup
Olivia Rodrigues,+5565998751609,90983538190,lead2567@example.com,urgent
Ana Almeida,+5579974850454,75928842678,lead2568@example.com,
Diana Lopes,+5593971450203,36582190768,lead2569@example.com,
Tatiana Lima,+5571965131593,,lead2570@example.com,
Nicolas Barbosa,+5587920520630,,lead2571@example.com,"braces, vip"
Olivia Oliveira,+5585946446460,63634371480,lead2572@example.com,cleaning
Diana Ribeiro,+5586950827857,81895715407,lead2573@example.com,"new-patient, braces"
Lucas Rocha,+5581970263379,24140624795,,cleaning
Yasmin Ferreira,+5585986874410,63998865977,,new-patient
Igor Ribeiro,+5544926324908,99338286819,lead2576@example.com,"vip, returning"
Maria Moreira,+5551976580060,55288015910,lead2577@example.com,cleaning
Ana Nascimento,+5575954610918,53444544065,lead2578@example.com,
Ana Ferreira,+5573944425875,96453008009,,"checkup, braces, urgent"
Samuel Souza,+5528985600119,,lead2580@example.com,"urgent, vip"
Carlos Araújo,+5513969276145,96981520087,lead2581@example.com,checkup
Carlos Lima,+5581913579718,,lead2582@example.com,"ortho, vip, braces"
Fernanda Araújo,+5595969866751,18731726135,,"returning, vip"
Vitor Santos,+5571979145856,,lead2584@example.com,"implant, ortho"
Tatiana Ribeiro,+5511984809731,67415997204,lead2585@example.com,"ortho, whitening, urgent"
Maria Lima,+5545948042001,13802708989,lead2586@example.com,cleaning
Yasmin Santos,+5517922110719,24067601468,lead2587@example.com,
Olivia Pereira,+5596981404391,,,"vip, urgent, checkup"
Ana Araújo,+5599932461094,,lead2589@example.com,braces
Pedro Rodrigues,+5512937423123,80979942080,lead2590@example.com,"checkup, braces"
Olivia Nascimento,+5542958134941,38454158944,lead2591@example.com,"returning, checkup"
Diana Ferreira,+5546973041890,23832797815,lead2592@example.com,
Yasmin Martins,+5579910200108,,lead2593@example.com,
Maria Lopes,+5564966615094,80867347813,lead2594@example.com,
Helena Araújo,+5573947724824,69343277806,lead2595@example.com,"whitening, ortho, urgent"
Carlos Costa,+5555959421205,,,ortho
Tatiana Silva,+5518940058587,28460298060,lead2597@example.com,
Gabriel Rocha,+5542956818103,76211084447,lead2598@example.com,"returning, braces, checkup"
Samuel Ribeiro,+5519997461922,20944926720,lead2599@example.com,"returning, new-patient"
Lucas Santos,+5582921598268,,,
Ana Moreira,+5597991757581,84989659775,lead2601@example.com,"urgent, returning, cleaning"
Diana Almeida,+5583982089291,30456743723,lead2602@example.com,
Samuel Ferreira,+5512953907583,45807121961,lead2603@example.com,"checkup, ortho"
Helena Martins,+5531952207628,19135904534,lead2604@example.com,"new-patient, checkup, returning"
Yasmin Martins,+5593995754538,18804155930,,"implant, braces"
Vitor Rodrigues,+5532999890584,70791590321,lead2606@example.com,
Eduardo Lopes,+5515994813265,,,
Igor Carvalho,+5548952581146,25624770308,lead2608@example.com,
Fernanda Araújo,+5579946055012,23079345967,lead2609@example.com,"cleaning, ortho, checkup"
Lucas Nascimento,+5565945823193,16541598088,,implant
Pedro Barbosa,+5512997891161,56891774314,lead2611@example.com,
Lucas Silva,+5545987087294,33595734718,,"braces, new-patient, whitening"
Nicolas Carvalho,+5577983190464,32822837333,,cleaning
Samuel Ferreira,+5515993348304,01848781601,lead2614@example.com,new-patient
Bruno Carvalho,+5577954657268,68377198665,lead2615@example.com,cleaning
Ana Moreira,+5593939307288,55557792406,,"urgent, new-patient"
Ana Lopes,+5514941322751,,lead2617@example.com,"urgent, braces, new-patient"
Bruno Carvalho,+5543914468339,,lead2618@example.com,vip
Vitor Silva,+5586934377443,47721853648,lead2619@example.com,
Gabriel Souza,+5585937855225,10527334170,lead2620@example.com,"cleaning, braces"
Ana Gomes,+5544952085839,19146016023,lead2621@example.com,"new-patient, urgent, whitening"
Carlos Carvalho,+5596935748844,79976747136,lead2622@example.com,
Nicolas Carvalho,+5519986070533,,lead2623@example.com,"whitening, new-patient"
Nicolas Santos,+5546934630345,79921583263,lead2624@example.com,
Helena Oliveira,+5535971887960,07927135325,,"new-patient, implant"
Olivia Rocha,+5511976033212,57247329807,,"ortho, cleaning"
Fernanda Santos,+5598961628559,40353235946,lead2627@example.com,braces
Fernanda Ribeiro,+5519958069582,65564632214,lead2628@example.com,"vip, cleaning, implant"
Fernanda Gomes,+5541941152992,,lead2629@example.com,"new-patient, urgent"
Lucas Gomes,+5561983186929,47744813944,lead2630@example.com,
Carlos Costa,+5588931753702,,,
Carlos Lopes,+5528924039429,15233817527,lead2632@example.com,
Lucas Araújo,+5571979876223,23609902418,lead2633@example.com,checkup
Diana Pereira,+5574945723385,,lead2634@example.com,"implant, whitening"
Ana Almeida,+5528922743012,85093881562,lead2635@example.com,"whitening, braces, cleaning"
Helena Carvalho,+5532925697086,,lead2636@example.com,"implant, braces"
Bruno Souza,+5588931624432,,lead2637@example.com,"implant, whitening"
Lucas Santos,+5522934882340,97197618738,lead2638@example.com,"braces, returning"
Maria Pereira,+5599938005228,,lead2639@example.com,
Rafaela Gomes,+5527994404252,,lead2640@example.com,
Diana Araújo,+5553971997164,24964590925,,
Olivia Carvalho,+5544966789388,,lead2642@example.com,
Bruno Santos,+5549969547165,70900509805,lead2643@example.com,
Eduardo Ferreira,+5593956300546,20231512368,lead2644@example.com,"cleaning, urgent"
Diana Araújo,+5542970310401,57754434113,lead2645@example.com,cleaning
Vitor Lima,+5553997112088,,lead2646@example.com,braces
Lucas Nascimento,+5522996096976,,lead2647@example.com,
Diana Oliveira,+5553926992437,97168705075,lead2648@example.com,vip
Vitor Martins,+5595940996286,23399054009,,"vip, braces, returning"
Rafaela Rocha,+5527913177201,,lead2650@example.com,
Igor Pereira,+5522974149628,,lead2651@example.com,returning
Julia Lopes,+5528965795769,,lead2652@example.com,"whitening, cleaning, urgent"
Rafaela Carvalho,+5573964275033,,lead2653@example.com,cleaning
Igor Souza,+5574974887105,,lead2654@example.com,
Fernanda Carvalho,+5574915164898,02336758920,lead2655@example.com,"ortho, returning, checkup"
Ana Nascimento,+5563956252708,95416201592,lead2656@example.com,
Rafaela Lima,+5568976237839,28697865654,lead2657@example.com,
Carlos Gomes,+5541945796491,78629996498,lead2658@example.com,"whitening, implant"
Igor Lima,+5532930279232,67067609003,lead2659@example.com,cleaning
Rafaela Souza,+5537971891192,40213530031,,whitening
Tatiana Lima,+5575994346069,47057712812,lead2661@example.com,"whitening, braces, new-patient"
Ana Costa,+5575946093874,51804103128,lead2662@example.com,"vip, cleaning"
Olivia Oliveira,+5515987166463,03616049636,lead2663@example.com,
Bruno Lima,+5579933384450,11181722721,lead2664@example.com,
Olivia Costa,+5585957586304,93793060241,lead2665@example.com,
Julia Costa,+5513952860787,50154954802,,
Maria Nascimento,+5577958946085,09442037447,lead2667@example.com,"implant, new-patient"
Diana Lopes,+5516916869652,39801977191,lead2668@example.com,
Lucas Oliveira,+5598934190856,11985873699,lead2669@example.com,new-patient
Gabriel Barbosa,+5549960147111,65463243425,lead2670@example.com,
Gabriel Santos,+5596939288635,99239299068,,
Vitor Souza,+5568969845708,14458672061,lead2672@example.com,"vip, new-patient"
Diana Gomes,+5553938764593,71971761230,lead2673@example.com,implant
Samuel Carvalho,+5561934974640,,lead2674@example.com,"checkup, new-patient"
Bruno Ferreira,+5527956011930,98339159143,lead2675@example.com,"checkup, new-patient"
Pedro Lima,+5541979003153,50623759322,lead2676@example.com,
Diana Araújo,+5585988178146,84134319307,lead2677@example.com,"checkup, new-patient, cleaning"
Igor Carvalho,+5554969976419,01071090771,,"ortho, returning"
Rafaela Ferreira,+5563930286339,26188473691,lead2679@example.com,"checkup, returning, urgent"
Nicolas Rocha,+5566962321834,33745945573,lead2680@example.com,"implant, urgent"
Bruno Souza,+5514995908909,,lead2681@example.com,"ortho, implant"
Vitor Carvalho,+5544955268964,80886113008,lead2682@example.com,urgent
Fernanda Costa,+5543971928188,75199716867,,"vip, returning, implant"
Pedro Silva,+5567923012328,72304485650,,"ortho, cleaning"
Lucas Silva,+5548922798830,00261596276,,braces
Ana Rodrigues,+5533944707944,04352065757,lead2686@example.com,
Julia Souza,+5587984986806,58487033962,lead2687@example.com,"implant, vip, new-patient"
Nicolas Oliveira,+5528917729280,30797136134,lead2688@example.com,
Lucas Souza,+5531990793778,88560466010,lead2689@example.com,returning
Fernanda Ferreira,+5587915032598,48527710145,lead2690@example.com,
Julia Lopes,+5522987425284,62912532248,lead2691@example.com,"new-patient, cleaning"
Olivia Lopes,+5565958301220,91347344063,lead2692@example.com,cleaning
Olivia Silva,+5574980224544,,lead2693@example.com,
Helena Barbosa,+5542936191658,,lead2694@example.com,"new-patient, implant, ortho"
Bruno Rocha,+5561985345247,62727733666,,
Eduardo Martins,+5517938471108,79258902076,lead2696@example.com,vip
Gabriel Souza,+5516925856167,20663904455,,"ortho, urgent"
Maria Nascimento,+5517936737442,69532564780,,whitening
Samuel Costa,+5554988373200,47732869974,,
Julia Moreira,+5541948601806,15817791943,lead2700@example.com,ortho
Pedro Ribeiro,+5586995938521,,lead2701@example.com,"implant, new-patient"
Gabriel Santos,+5584929835032,62985365074,,checkup
Rafaela Almeida,+5563918390253,03846382523,lead2703@example.com,"braces, implant, whitening"
Bruno Ferreira,+5541988431802,14999235382,lead2704@example.com,"ortho, new-patient, cleaning"
Pedro Ribeiro,+5574994040781,57804387571,lead2705@example.com,"new-patient, braces"
Eduardo Nascimento,+5517914774773,,,"whitening, checkup, cleaning"
Nicolas Almeida,+5549984910742,18651497725,lead2707@example.com,"urgent, ortho, vip"
Diana Lima,+5562914102199,70780023773,lead2708@example.com,ortho
Ana Souza,+5567911849009,00928305600,lead2709@example.com,"returning, whitening, vip"
Samuel Silva,+5568960233266,,lead2710@example.com,"vip, cleaning"
Tatiana Santos,+5511954154510,90771506090,lead2711@example.com,"new-patient, ortho, returning"
Olivia Nascimento,+5542943437066,13586208065,,"checkup, braces, vip"
Lucas Martins,+5563949879118,83092795318,lead2713@example.com,new-patient
Bruno Rocha,+5535931982730,,lead2714@example.com,"vip, whitening"
Olivia Moreira,+5574956051304,94006538910,,"checkup, returning, ortho"
Samuel Lopes,+5588940076861,92532527587,lead2716@example.com,returning
Helena Rocha,+5532916646011,88931702990,lead2717@example.com,new-patient
Rafaela Ribeiro,+5595930512561,79723899850,lead2718@example.com,
Rafaela Silva,+5553967027914,,lead2719@example.com,implant
Carlos Lopes,+5588993417985,49511378104,lead2720@example.com,
Carlos Pereira,+5574931673625,83155312122,lead2721@example.com,
Ana Nascimento,+5566976026777,77098465992,,"returning, ortho"
Vitor Barbosa,+5527915437773,,lead2723@example.com,
Lucas Barbosa,+5535986905721,27582220439,lead2724@example.com,vip
Helena Souza,+5577925692704,,lead2725@example.com,"whitening, braces"
Maria Rocha,+5564991459896,,lead2726@example.com,"new-patient, returning"
Bruno Gomes,+5547950612601,54272416715,,"implant, checkup"
Tatiana Oliveira,+5545946040161,91403796041,lead2728@example.com,"implant, vip"
Rafaela Carvalho,+5515946853229,72215559748,lead2729@example.com,new-patient
Eduardo Pereira,+5548956066435,48470025635,lead2730@example.com,
Eduardo Costa,+5586955424797,27132651773,lead2731@example.com,"urgent, vip"
Carlos Costa,+5519966399335,46590834547,lead2732@example.com,"cleaning, vip"
Igor Rodrigues,+5516938809971,17519911055,lead2733@example.com,
Samuel Silva,+5534978904304,17097707593,lead2734@example.com,"vip, whitening"
Samuel Carvalho,+5511978094238,24435302560,,"new-patient, returning, urgent"
Maria Oliveira,+5577921086257,,lead2736@example.com,returning
Lucas Moreira,+5584980370173,12891667816,lead2737@example.com,"urgent, returning"
Ana Ribeiro,+5517997059570,,lead2738@example.com,"new-patient, returning, urgent"
Gabriel Pereira,+5564955376062,,lead2739@example.com,"braces, implant, urgent"
Carlos Barbosa,+5573929428595,86114075986,,"braces, vip"
Carlos Lopes,+5515963888454,09526137272,lead2741@example.com,
Gabriel Martins,+5554954693977,45819232208,,"cleaning, checkup"
Bruno Ferreira,+5594968648659,58347217530,lead2743@example.com,urgent
Bruno Nascimento,+5568916417578,44306685748,lead2744@example.com,"urgent, ortho, checkup"
Fernanda Lima,+5549984743082,,lead2745@example.com,"whitening, braces, checkup"
Rafaela Ferreira,+5563988977028,32253711900,,
Samuel Barbosa,+5542955173341,78545592876,lead2747@example.com,urgent
Gabriel Silva,+5555998373931,63998220097,lead2748@example.com,"checkup, ortho"
Yasmin Lopes,+5553931986062,,lead2749@example.com,"checkup, vip, ortho"
Tatiana Ferreira,+5567965576272,,lead2750@example.com,"checkup, implant"
Nicolas Moreira,+5588978764629,,lead2751@example.com,whitening
Samuel Ribeiro,+5585983887824,01256083143,lead2752@example.com,"implant, new-patient"
Ana Carvalho,+5585976305799,02380907528,lead2753@example.com,"whitening, vip"
Eduardo Lima,+5586938112750,66205477106,lead2754@example.com,"whitening, vip"
Igor Nascimento,+5524949493552,06960954088,lead2755@example.com,whitening
Nicolas Martins,+5545966888521,,lead2756@example.com,"checkup, urgent, whitening"
Lucas Costa,+5544955621679,25301075217,lead2757@example.com,urgent
Pedro Lopes,+5591919340963,,lead2758@example.com,
Olivia Costa,+5544932328490,23187023738,lead2759@example.com,"cleaning, vip, whitening"
Eduardo Araújo,+5545926920313,70312993579,lead2760@example.com,cleaning
Igor Almeida,+5537952078371,,,"checkup, urgent"
Olivia Martins,+5582970686864,16492700899,lead2762@example.com,
Olivia Ribeiro,+5548963914517,,lead2763@example.com,"returning, cleaning, new-patient"
Samuel Barbosa,+5522998149897,92606039513,lead2764@example.com,
Ana Santos,+5532960191411,,lead2765@example.com,"vip, ortho, urgent"
Eduardo Rodrigues,+5569963639786,54282288655,lead2766@example.com,"urgent, checkup"
Bruno Oliveira,+5524991431642,12736763432,lead2767@example.com,"implant, ortho"
Samuel Ribeiro,+5592932763073,73432793430,lead2768@example.com,"cleaning, new-patient"
Maria Moreira,+5535953921550,,lead2769@example.com,vip
Diana Barbosa,+5514972170094,,lead2770@example.com,"urgent, implant"
Helena Costa,+5577969794934,79328473624,lead2771@example.com,new-patient
Yasmin Rodrigues,+5567966073682,68566738179,lead2772@example.com,"checkup, new-patient"
Fernanda Almeida,+5586930844152,,lead2773@example.com,new-patient
Lucas Lopes,+5546990246354,83489717503,lead2774@example.com,
Maria Carvalho,+5534961887534,18435191940,lead2775@example.com,checkup
Carlos Moreira,+5586964456122,,lead2776@example.com,
Olivia Barbosa,+5579926591413,33911055501,lead2777@example.com,"ortho, urgent"
Julia Silva,+5582927039503,,,"implant, new-patient, returning"
Diana Carvalho,+5511952488054,57721291208,lead2779@example.com,
Maria Costa,+5587995598071,87190628770,,checkup
Olivia Barbosa,+5565913972481,64174128901,lead2781@example.com,
Eduardo Ribeiro,+5592911832671,79506186553,lead2782@example.com,implant
Helena Rodrigues,+5568967230190,,lead2783@example.com,"whitening, checkup, urgent"
Pedro Rodrigues,+5519937040471,10817039627,lead2784@example.com,"whitening, ortho, urgent"
Helena Moreira,+5571982457146,31850287910,lead2785@example.com,"vip, whitening"
Samuel Costa,+5531943746020,,lead2786@example.com,"cleaning, implant, new-patient"
Eduardo Rocha,+5534994648449,14625116198,lead2787@example.com,"implant, returning, ortho"
Ana Gomes,+5585962285453,12455391086,lead2788@example.com,
Yasmin Santos,+5524994541237,65830796155,lead2789@example.com,"ortho, returning"
Fernanda Oliveira,+5528986777501,,lead2790@example.com,"returning, ortho"
Eduardo Santos,+5515917779864,57764348589,lead2791@example.com,
Julia Carvalho,+5574960240921,82579402756,,"implant, ortho"
Tatiana Pereira,+5573969892079,,lead2793@example.com,"urgent, implant"
Olivia Carvalho,+5582974905188,,lead2794@example.com,braces
Rafaela Ferreira,+5569951341891,39141049535,lead2795@example.com,checkup
Maria Almeida,+5546982447356,00588017825,lead2796@example.com,"braces, urgent"
Yasmin Lopes,+5521943041284,,lead2797@example.com,
Julia Martins,+5565996510778,,lead2798@example.com,implant
Ana Gomes,+5515925903749,16454749762,lead2799@example.com,"cleaning, implant"
Diana Rodrigues,+5564933405039,52194868372,lead2800@example.com,"braces, checkup, implant"
Vitor Moreira,+5599997728104,,,new-patient
Gabriel Lima,+5531949931405,,lead2802@example.com,"vip, whitening, new-patient"
Tatiana Oliveira,+5569946659816,54924358681,lead2803@example.com,"whitening, urgent"
Ana Carvalho,+5519928852444,,lead2804@example.com,"implant, braces"
Vitor Rocha,+5579915699299,10538807903,lead2805@example.com,"braces, implant"
Eduardo Nascimento,+5541968604329,,,
Helena Araújo,+5545921841524,58299948797,lead2807@example.com,new-patient
Nicolas Silva,+5548961105446,25864967602,lead2808@example.com,"cleaning, returning"
Carlos Araújo,+5599964053081,08554754123,lead2809@example.com,checkup
Nicolas Nascimento,+5513924474869,,lead2810@example.com,"returning, ortho, braces"
Yasmin Rocha,+5522994428572,90836145143,lead2811@example.com,returning
Carlos Moreira,+5592925821656,06531167998,lead2812@example.com,urgent
Olivia Ribeiro,+5518987398980,,,
Pedro Pereira,+5562993747200,,lead2814@example.com,
Helena Gomes,+5569987563383,86779388858,lead2815@example.com,
